Property,Unit,Unit Type,Date Available,Bedrooms,Rent
cfbn2,5D,cfbc1b,,1,"2,005.00"
cfbn2,5E,cfbc1b,,1,"2,005.00"
cfbn2,5F,cfbc0b,,0,"1,793.00"
cfbn2,3L,cfbc1b,,1,"2,005.00"
gtsplaza,2R,gtspla1b,,1,814.00
gtsplaza,6G,gtspla1b,,1,814.00
gtsplaza,3G,gtspla1b,,1,814.00
gtsplaza,3K,gtspla1b,10/1/2025,1,814.00
gtsplaza,4C,gtspla1b,7/1/2026,1,814.00
gtsplaza,4F,gtspla1b,,1,814.00
gtsplaza,3R,gtspla1b,,1,814.00
gtsplaza,4B,gtspla1b,,1,814.00
gtsplaza,4P,gtspla1b,,1,814.00
gtsplaza,4G,gtspla1b,,1,814.00
gtsplaza,4J,gtspla1b,,1,814.00
gtsplaza,4M,gtspla1b,,1,814.00
gtsplaza,4N,gtspla1b,,1,814.00
gtsplaza,5A,gtspla1b,,1,814.00
gtsplaza,5L,gtspla1b,,1,814.00
gtsplaza,2M,gtspla1b,,1,814.00
gtsplaza,6B,gtspla1b,,1,814.00
gtsplaza,5F,gtspla1b,,1,814.00
gtsplaza,5S,gtspla1b,,1,814.00
gtsplaza,5D,gtspla1b,,1,814.00
gtsplaza,5J,gtspla1b,,1,814.00
gtsplaza,6C,gtspla1b,,1,814.00
gtsplaza,6S,gtspla1b,,1,814.00
gtsplaza,5M,gtspla1b,,1,814.00
gtsplaza,3H,gtspla1b,5/15/2026,1,814.00
gtsplaza,4S,gtspla1b,,1,814.00
gtsplaza,3F,gtspla1b,,1,814.00
gtsplaza,2J,gtspla1b,,1,814.00
noll1,1A-N,no1b50,,1,608.66
noll1,1C-N,no2b60,,2,922.79
noll1,1E-N,no3b50,,3,419.00
noll1,1G-N,no1b30,4/5/2024,1,355.20
noll1,2A-N,no2b30,,2,430.26
noll1,2B-N,no2b50,,2,731.18
noll1,2C-N,no2b60,,2,90.00
noll1,2D-N,no3b60,,3,"1,191.58"
noll1,2E-N,no3b50,,3,853.90
noll1,2H-N,no1b60,,1,693.12
noll1,2J-N,no3b60,,3,"1,157.99"
noll1,2K-N,no3b30,,3,555.85
noll1,3A-N,no2b60,,2,888.76
noll1,3B-N,no2b50,,2,731.18
noll1,3D-N,no3b60,,3,"1,067.08"
noll1,3E-N,no3b60,,3,"1,067.08"
noll1,3F-N,no2b50,,2,730.12
noll1,3J-N,no3b50,,3,"3,643.00"
noll1,4A-N,no2b50,,2,703.18
noll1,4B-N,no2b60,,2,889.24
noll1,4C-N,no2b60,,2,999.23
noll1,4D-N,no3b30,,3,497.75
noll1,4F-N,no2b50,,2,681.29
noll1,4G-N,no2b60,,2,922.79
noll1,4J-N,no3b60,,3,"1,028.97"
noll1,4K-N,no3b60,,3,"1,031.21"
noll1,5A-N,no2b30,,2,430.27
noll1,5B-N,no2b50,,2,731.18
noll1,5D-N,no3b60,,3,"1,010.95"
noll1,5F-N,no2b30,,2,430.26
noll1,6B-N,no2b50,,2,832.83
noll1,6C-N,no2b50,,2,691.73
noll1,6D-N,no3b60,,3,"1,028.96"
noll1,6G-N,no2b60,,2,838.60
noll1,6H-N,no1b60,,1,692.29
noll1,6J-N,no3b50,,3,929.34
noll1,6K-N,no3b50,,3,855.12
rheing,555-3C,rg3b50,,3,813.24
plazanc2,5D,plaza0b,,0,757.00
knick1,1B-K,ks2b60,,2,"1,027.25"
knick1,2A,ks2b60,,2,"1,013.00"
knick1,2C-K,ks3b60,,3,"1,244.63"
knick1,2D,ks2b50,,2,652.95
knick1,2E-K,ks3b60,,3,"1,181.38"
knick1,2G,ks2b50,,2,652.95
knick1,3A-K,ks2b60,,2,907.14
knick1,3B-K,ks2b60,,2,874.24
knick1,3C-K,ks3b50,,3,748.10
knick1,3D-K,ks2b60,,2,947.96
knick1,3G,ks2b50,,2,652.95
knick1,4B,ks2b60dv,9/10/2025,2,955.66
knick1,4C-K,ks3b50,,3,599.74
knick1,4D-K,ks2b50,,2,565.88
knick1,4F-K,ks2b60,,2,"1,069.79"
knick1,4G-K,ks2b50,,2,647.47
knick1,4H-K,ks2b60,,2,"1,022.22"
knick1,5A,ks2b60,,2,995.73
knick1,5B-K,ks2b60,,2,985.87
knick1,5C-K-DV,ks3b60dv,,3,"1,102.30"
knick1,5E-K-DV,ks3b60dv,,3,"1,146.56"
knick1,5H-K,ks2b60,,2,"1,012.98"
knick1,6A-K,ks2b60,5/1/2025,2,"1,054.71"
knick1,6D-K,ks2b50,,2,678.58
knick1,6E,ks3b60,,3,"1,169.07"
knick1,6F-K-DV,ks2b60dv,,2,999.14
plazanc2,8A,plaza01,,1,757.00
himrodtc,2B-HOMLE,hs2b60h,,2,312.00
himrodtc,1D,supers,10/9/2023,0,0.00
himrodtc,2D-PBV,hs2b50pb,,2,"2,725.00"
himrodtc,2F-HOMLE,hs2b60h,,2,254.00
himrodtc,3A,hs1b60,5/31/2024,1,164.00
himrodtc,3C,hs1b60,,1,809.00
himrodtc,3D,hs2b60,,2,380.00
himrodtc,3E-PBV,hs3b50pb,,3,"3,400.00"
himrodtc,3F,hs2b60,,2,"1,267.98"
himrodtc,4A-PBV,hs1b50pb,12/17/2025,1,"2,430.00"
himrodtc,4D-PBV,hs2b50pb,,2,"2,900.00"
himrodtc,4E,hs3b60,,3,"1,103.00"
himrodtc,4F,hs2b50h,,2,797.00
himrodtc,5A,hs1b60,,1,745.00
himrodtc,5B,hs2b60,,2,"1,148.45"
himrodtc,5C,hs1b60,,1,745.00
himrodtc,5E-PBV,hs3b50pb,,3,"3,400.00"
himrodtc,5F,hs2b60,,2,"1,109.00"
himrodtc,6A-PBV,hs1b50pb,4/6/2026,1,"2,430.00"
himrodtc,6C,hs1b60,,1,919.49
himrodtc,6D-PBV,hs2b50pb,,2,"2,725.00"
himrodtc,6E,hs3b60,,3,"1,103.00"
himrodtc,6F,hs2b60,,2,980.00
rbha,135-2A,1bds,,1,556.20
rbha,135-2B,2beddup,,2,800.71
rbha,647-1A,1bds,10/31/2016,1,541.32
rbha,647-1B,1bds,1/31/2017,1,541.32
rbha,647-2A,1bds,,1,560.83
rbha,647-2B,1bds,,1,592.98
rbha,647-3A,2bd,,2,741.60
rbha,99-2A,3bdrms,,3,909.66
rbha,99-2B,3bdrms,,3,929.44
rbha,99-3A,3bdrms,,3,972.48
rbha,99-3B,1bds,,1,556.20
rbha,99-3C,1bds,10/31/2020,1,556.20
rbha,1424-1A,3bdrms,,3,937.70
rbha,1424-2A,1bds,11/30/2017,1,567.32
rbha,1424-2B,1bds,,1,556.20
rbha,1424-3B,1bedroom,,1,581.50
rbha,1424-3A,1bds,4/14/2012,1,520.50
rbha,245-1B,1bds,2/18/2010,1,520.00
rbha,318-1A,1bds,1/1/2014,1,297.64
rbha,318-1B,1bedroom,,1,556.20
rbha,318-2A,1bds,,1,596.04
rbha,318-2B,1bds,,1,572.04
rbha,318-3A,1bds,3/17/2012,1,520.50
rbha,318-3B,1bds,,1,520.50
rbha,763-2B,1bds,,1,556.20
rbha,763-3A,2bd,,2,756.43
rbha,1516-2A,2bedmkt,,2,747.79
rbha,1516-2B,2bd,,2,756.43
rbha,1516-3A,2bd,,2,741.60
rbha,1516-3B,2bd,,2,721.76
rbha,432-1A,1bds,,1,567.32
rbha,432-2A,1bds,,1,567.32
rbha,432-3A,2bd,,2,741.60
rbha,434-1A,1bds,,1,541.32
rbha,434-1B,1bds,9/20/2021,1,556.20
rbha,434-2A,1bds,,1,556.42
rbha,434-2B,2beddup,,0,756.43
rbha,128-3A,4bed,,4,"1,126.32"
rbha,76-1,3bdrms,,3,920.24
rbha,76-2,3bdrms,,3,867.50
rbha,76-3,3bdrms,,3,972.48
rbha,85-1,3bdrms,,3,945.55
rbha,85-2,3bdrms,,3,902.20
rbha,85-3,3bdrms,,3,920.24
rbha,238-1B,1bds,,1,520.50
rbha,238-2B,2beddup,,2,756.43
rbha,238-3A,2bd,,2,756.43
wbnrp,1475-2A,3brmkt,,3,969.28
wbnrp,1475-3B,1bdvlhlh,,1,776.76
wbnrp,1475-4B,2brltc,,2,"1,572.00"
wbnrp,149-4A,1bdvlhlh,,1,125.00
wbnrp,149-4B,1brlhl,,1,910.86
wbnrp,174-1A,2bdvlhvl,,2,412.98
wbnrp,174-2A,2brltc,3/11/2024,2,"1,112.82"
wbnrp,174-3B,2bdmkt,,2,"1,516.49"
wbnrp,235-1A,2bdlhl,,2,958.88
wbnrp,235-2A,3brmkt,,3,"1,025.65"
wbnrp,235-2B,1bdmkt,,1,"1,348.50"
wbnrp,235-3B,2brvltc,,2,"1,430.61"
wbnrp,30-2A,2bdlhl,,2,668.65
wbnrp,30-2B,2bdlhl,,2,573.20
wbnrp,30-3A,2bdlhl,,2,385.42
wbnrp,311-1A,3brmkt,,3,664.09
wbnrp,311-2A,3brvlhvl,,3,971.53
wbnrp,311-2B,1brlhl,,1,255.62
wbnrp,311-3B,2bdlhl,3/31/2023,2,827.74
wbnrp,317-1A,2bdlhl,,2,528.75
wbnrp,317-3A,3brvlhvl,,3,"1,042.44"
wbnrp,317-3B,3brvltc,,3,677.79
wbnrp,317-4B,2bdlhl,,2,529.56
wbnrp,32-1B,2bdvlhvl,,2,929.22
wbnrp,32-3A,4brmkt,,4,"2,290.45"
wbnrp,320-1A,2bdlhl,,2,673.85
wbnrp,320-3A,3brlhl,,3,278.95
wbnrp,320-3B,3brvlhvl,,3,533.46
wbnrp,320-4B,2bdlhl,,2,781.68
wbnrp,44-1A,3brlhl,,3,542.28
wbnrp,44-2A,2bdvlhvl,,2,481.60
wbnrp,44-2B,3brlhl,,3,441.29
wbnrp,44-3A,2bdlhl,,2,336.07
wbnrp,57-1A,3brlhl,,3,739.65
wbnrp,57-1B,2bdvlhvl,,2,261.73
wbnrp,57-2B,2bdlhl,,2,547.35
wbnrp,57-3A,2bdlhl,,2,685.85
wbnrp,57-3B,2bdvlhvl,,2,493.41
wbnrp,73-1A,supers,,2,"1,732.00"
wbnrp,73-2A,3brvlhvl,,3,"1,035.00"
wbnrp,73-3A,3brlhl,,3,"1,154.00"
irvstock,22-1L,is2b60,,2,871.67
irvstock,22-1R,is2b60,,2,709.38
irvstock,22-2R,is3b60,,3,"1,076.46"
irvstock,22-3L,is2b60,,2,812.14
irvstock,22-3R,is3b60,,3,839.82
irvstock,22-4L,is2b60,,2,939.74
irvstock,22-4R,is3b60,,3,863.03
irvstock,244-3R,is2b60,,2,874.35
irvstock,244-4R,is2b60,,2,916.81
irvstock,246-1R,is3b60,,3,179.00
irvstock,246-2R,is2b60,,2,782.21
irvstock,246-3R,is2b60,,2,734.70
irvstock,246-4AR,is1b60,7/22/2024,1,714.77
grovegar,273-1L,gg1b60,,1,906.44
grovegar,273-1R,gg1b60,,1,926.95
grovegar,273-2L,gg1b60,,1,815.82
grovegar,273-2R,gg2b60,,2,891.42
grovegar,273-3L,gg2b60,,2,857.14
grovegar,304G-2L,gg1b60,,1,757.14
grovegar,304G-2R,gg2b60,,2,857.14
grovegar,304G-3L,gg2b60,6/30/2023,2,857.14
grovegar,308G-1L,gg0b60,,0,729.91
grovegar,308G-1R,gg2b60,,2,963.39
grovegar,308G-2L,gg1b60,,1,894.04
grovegar,308G-2R,gg2b60,,2,"1,054.41"
grovegar,312G-1R,gg2b60,,2,857.14
grovegar,312G-2L,gg1b60,,1,787.42
grovegar,312G-2R,gg2b60,,2,891.42
grovegar,312G-3L,gg2b60,,2,891.42
grovegar,299-1R,gg1b60,,1,825.25
grovegar,299-2L,gg2b60,,2,"1,096.73"
grovegar,299-2R,gg2b60,,2,918.34
grovegar,299-4R,gg2b60,,2,"1,155.59"
grovegar,302J-1R,gg1b60,,1,942.30
grovegar,302J-2R,gg2b60,,2,619.55
grovegar,302J-3L,gg2b60,,2,891.42
grovegar,302J-4R,gg2b60,,2,"1,032.70"
grovegar,304J-1L,gg1b60,,1,757.14
grovegar,304J-2L,gg2b60,,2,889.00
grovegar,304J-2R,gg2b60,,2,903.98
grovegar,304J-4R,gg2b60,,2,"1,121.97"
grovegar,316-1L,gg1b60,,1,870.23
grovegar,316-1R,gg1b60,,1,845.18
grovegar,316-2R,gg2b60,,2,857.14
wbtpt,1269-1A,3bedhli,,3,"1,292.00"
wbtpt,1269-1B,3bedhli,,3,"1,327.88"
wbtpt,1269-3A,2bedhli,,2,943.67
wbtpt,1269-3B,2bedhli,,2,"1,070.97"
wbtpt,1274-3A,2bedhvli,,2,873.00
wbtpt,233-1A,3bedhli,,3,838.21
wbtpt,233-1B,3bedhli,,3,"1,240.30"
wbtpt,233-3B,2bedhli,,2,"1,113.17"
wbtpt,285-1B,3bedhli,,3,"1,091.23"
wbtpt,285-3A,2bedmkt,,2,707.76
wbtpt,285-3B,2bedhvli,,2,512.82
wbtpt,306-1B,2bedhvli,,2,721.64
wbtpt,306-2A,2bedmkt,,2,"1,230.62"
wbtpt,306-3B,2bedmkt,,2,"1,185.91"
wbtpt,310-1B,2bedhli,11/19/2025,2,141.00
wbtpt,310-2A,2bedhli,11/7/2025,2,473.33
wbtpt,324-1A,1bedmkt,,1,"1,146.55"
wbtpt,324-3A,2bedhli,,2,"1,133.00"
wbtpt,835-1B,3bedhvli,,3,"1,088.34"
wbtpt,835-2A,2bedmkt,,2,"1,240.88"
wbtpt,835-2B,2bedmkt,,2,"1,240.88"
wbtpt,835-3B,2bedhli,,2,"1,218.83"
wbtpt,869-1A,1bedhvli,,1,665.78
wbtpt,869-2B,1bedhli,,1,561.54
wbtpt,869-3A,1bedmkt,,1,961.88
wbtpt,869-3B,1bedmkt,,1,804.37
73linden,1,73l2b80,,2,"1,208.95"
251harma,1L,251h1b80,,1,754.63
251harma,1R,251h1b80,,1,949.68
251harma,2L,251h1b80,,1,293.23
251harma,3L,251h1b80,,1,468.33
73linden,10,73l3b80,,3,692.72
73linden,3,73l2b80,,2,498.20
73linden,4,73l3b80,,3,596.26
73linden,6,73l2b80,,2,875.71
73linden,9,73l2b80,,2,657.09
924hart,1L,924h2b,,2,877.32
924hart,1R,924h2b,,2,405.00
924hart,2L,924h2b,,2,405.00
924hart,2R,924h2b,,2,505.00
924hart,3L,924h2b,,2,405.00
924hart,3R,924h2b,,2,985.03
esper1,161-1A,esp1b50,,1,795.95
esper1,161-1B,esp1b60,11/30/2023,1,958.69
esper1,161-2A,esp1b60,8/26/2024,1,925.88
esper1,161-2B,esp1b50,,1,688.55
wb203k,1126-1B,1bds,,1,"1,455.43"
wb203k,1126-2B,1bds,,1,"1,491.00"
wb203k,1126-2A,1bds,,1,"1,147.12"
wb203k,1225-3A,3beddup,,3,"1,896.62"
wb203k,1225-4A,3bdrms,,3,825.42
wb203k,1248-1FL,3bdrms,,3,416.00
wb203k,1278-1A,3beddup,,3,857.47
wb203k,1289-2A,1beddup,,1,"1,004.46"
wb203k,1463-1A,2bd,,2,"1,679.34"
wb203k,1463-2A,2bd,,2,"1,613.07"
wb203k,1463-3A,2bd,,2,975.00
wb203k,187-2A,1bds,,1,97.00
wb203k,192-1A,3bdrms,,3,"1,905.39"
wb203k,192-2A,3beddup,,3,825.43
wb203k,233-1B,1bds,1/7/2025,1,"1,220.00"
wb203k,233-2A,1bds,,1,"1,375.28"
wb203k,233-2B,1bds,,1,148.00
wb203k,234-1A,1bds,,1,152.00
wb203k,234-1B,1bds,7/2/2025,1,430.00
wb203k,234-2A,1bds,,1,"1,806.89"
wb203k,234-3A,1bds,,1,"1,120.21"
wb203k,255-3A,2bedmkt,,2,707.51
wb203k,258-1A,3bdrms,,3,0.00
wb203k,258-2A,1beddup,,1,260.00
wb203k,258-2B,2bd,,2,613.02
wb203k,258-3B,2bd,,2,"1,018.87"
wb203k,261-2B,1bds,,1,844.60
wb203k,261-3B,1bds,,1,844.60
wb203k,265-2A,3beddup,,3,"1,224.95"
wb203k,265-2B,1bds,,1,"1,318.39"
wb203k,265-3A,2bd,,2,"1,632.10"
wb203k,306-2B,1bds,,1,"1,609.77"
wb203k,49-1A,2bedmkt,,2,400.51
wb203k,669-3A,2bd,,2,636.00
wb203k,678-2A,2bedmkt,,2,726.96
wb203k,84-2A,1bds,,1,"1,361.59"
wb203k,84-3B,2bedmkt,,2,745.55
wb203k,854-2B,1bds,,1,707.51
wb203k,97-1A,2bd,,2,669.52
wb203k,97-2A,1bds,,1,955.03
wb203k,97-2B,2beddup,,2,"1,614.71"
gtsgrd2,6D,gtsg1b,,1,961.00
noll1,1K-N,no1b30,,1,330.74
noll1,3K-N,no3b50,,3,926.59
noll1,5G-N,no2b60,,2,"1,123.00"
noll1,5K-N,no3b60,,3,"1,127.32"
noll1,6A-N,no2b50,,2,817.47
knick1,1A-K,ks2b60,,2,"1,008.06"
knick1,1C-K,kssuper,,3,472.00
knick1,2B-K,ks2b60,,2,"1,083.80"
knick1,2F-K,ks2b50,,2,764.52
knick1,2H-K,ks2b60,,2,"1,089.22"
knick1,4E-K,ks3b60,,3,"1,258.85"
knick1,5F,ks2b60,,2,"1,047.31"
knick1,6C-K,ks3b60,,3,"1,194.17"
lindenct,1A,lin2b60,,2,965.49
lindenct,1B,lin1b60,,1,610.22
lindenct,1C,lin2b60,,2,961.74
lindenct,1F,lin3b50,,3,0.00
lindenct,1G,lin2b50,,2,864.38
lindenct,1H,lin3b50,,3,920.73
lindenct,2A,lin2b60,,2,965.50
lindenct,2B,lin2b50,,2,791.58
lindenct,2C,lin2b50,,2,834.70
lindenct,2D,lin2b60,,2,"1,003.89"
noll1,4E-N,no3b60,9/5/2024,3,"1,251.55"
lindenct,2E,lin2b60,,2,"1,057.22"
lindenct,2F,lin3b60,,3,"1,111.97"
lindenct,2G,lin2b50,,2,635.65
lindenct,2H,lin3b50,,3,939.71
lindenct,3A,lin2b50,,2,768.30
lindenct,3B,lin2b60,,2,"1,076.41"
lindenct,3D,lin2b60,,2,"1,027.24"
lindenct,3E,lin2b60,,2,926.28
lindenct,3F,lin3b50,,3,903.23
lindenct,3G,lin2b50,,2,778.64
lindenct,4A,lin2b50,,2,778.64
lindenct,4B,lin2b50,,2,778.64
lindenct,4E,lin2b60,,2,879.91
lindenct,4F,lin3b50,,3,870.13
lindenct,4G,lin2b50,,2,810.61
lindenct,4H,lin3b60,,3,"1,134.20"
lindenct,5A,lin2b50,,2,778.64
lindenct,5B,lin2b50,,2,778.64
lindenct,5C,lin2b50,,2,778.64
lindenct,5E,lin2b60,,2,928.01
lindenct,5G,lin2b60,,2,980.62
lindenct,5H,lin3b60,,3,"1,190.14"
gtsplaza,2H,gtspla1b,,1,814.00
rheing,533COMM,rgcomm,,3,"7,921.00"
420stock,1A,4201b60,,1,918.62
noll1,1D-N,no3b50,,3,422.00
rbha,181-1A,1bedroom,4/3/2026,1,150.00
rbha,181-2B,2beddup,,2,777.99
rbha,181-3A,2bd,,2,721.76
wbtpt,324-2A,2bedmkt,,2,937.08
troutev2,3M,trev1bed,,1,"1,005.00"
rbha,194-1A,3bdrms,,3,"1,105.07"
rbha,194-2A,1bds,,1,530.91
rbha,194-2B,2beddup,,2,728.97
rbha,194-3A,1bedmkt,,2,756.43
rbha,320-1B,1bds,10/11/2023,1,541.32
rbha,320-1A,1bds,,1,541.32
rbha,320-2A,1bds,2/15/2021,1,556.20
wb203k,860-2,3bdrms,,3,"1,378.07"
grovegar,302J-2L,gg2b60,,2,"1,090.91"
wb203k,268-3A,1bds,,1,966.19
renest,6J,re2b60,,2,740.00
wb203k,268-2A,1bds,,1,820.00
rheing,555-2C,rg3b60,,3,"1,250.76"
gtsplaza,2B,gtspla1b,,1,814.00
wbnrp,276-3B,2bdmkt,1/5/2024,2,"1,558.30"
gtsplaza,1B,gtspla1b,,1,814.00
irvstock,246-2L,is1b60,11/12/2023,1,"1,155.60"
wb203k,1126-3B,1bds,,2,913.90
plazanc2,2B,plaza01,,1,757.00
gtsplaza,1C,gtspla1b,5/15/2026,1,814.00
wb203k,1289-1A,3bdrms,,1,304.00
wb203k,255-2A,3beddup,,3,74.00
wb203k,421-1A,3bdrms,,3,"1,982.20"
wb203k,421-3A,3bdrms,,3,"2,058.65"
heights1,2D,rhi3b60,,3,"1,177.82"
wbnrp,276-2B,1bdmkt,,1,900.00
heights1,7B,rhi3b60,,3,"1,039.00"
heights1,6D,rhi3b50,,3,854.00
heights1,6I,rhi1b60,,1,831.92
heights1,3H,rhi2b50,,2,803.14
heights1,6A,rhi2b60,,2,899.00
heights1,5D,rhi3b60,,3,"1,140.47"
gdwnpl2,5B,gdwn1b,,1,"2,004.00"
gdwnpl2,7G,gdwn1b,,1,"2,004.00"
gdwnpl2,7H,gdwn0b,,0,"1,784.00"
heights1,7C,rhi2b60,,2,"1,042.21"
heights1,4H,rhi2b50,,2,799.63
heights1,3I,rhi1b60,,1,831.92
heights1,6C,rhi1b50,,1,665.12
heights1,4D,rhi3b50,,3,928.12
heights1,3G,rhi2b50,,2,799.64
heights1,3E,rhi2b50,,2,873.20
wbtpt,306-2B,1bedhvli,,1,748.00
420stock,4D,4201b60,,1,952.67
wb203k,268-3B,1bds,,1,932.00
irvstock,244-3L,is1b60,3/31/2023,1,"1,014.54"
heights1,7E,rhi1b50,,1,665.12
esper1,24-3B,esp2b,,2,"1,088.78"
73linden,5,73l1b80,,1,"1,223.11"
wb203k,233-3B,1bds,,1,820.00
wb203k,860-1A,3bdrms,,3,"1,826.92"
noll1,2G-N,no2b50,,2,831.00
rbha,763-1B,1bds,,1,567.32
gtsplaza,2C,gtspla1b,,1,814.00
heights1,3F,rhi2b60,,2,"1,003.89"
rbha,320-3A,2bd,,1,762.74
heights1,5E,rhi2b60,,2,"2,725.00"
heights1,4A,rhi2b60,,2,"1,023.97"
heights1,5A,rhi2b60,,2,"1,113.07"
heights1,2G,rhi2b60p,,2,"2,725.00"
heights1,2I,rhi1b60p,,1,"1,496.00"
heights1,4J,rhi1b60,,1,861.40
heights1,6G,rhi2b60,,2,"1,011.67"
heights1,2H,rhi2b60,,2,"1,059.67"
heights1,4G,rhi2b50,,2,799.64
troutev2,2E,trev1bed,,1,"1,005.00"
heights1,5G,rhi2b60,,2,958.24
heights1,4E,rhi2b60,,2,"1,006.51"
heights1,6F,rhi2b60,,2,899.00
heights1,4I,rhi1b60p,,1,"2,430.00"
heights1,5B,rhi2b60,,2,"1,048.14"
heights1,5F,rhi2b60,,2,899.00
heights1,6H,rhi2b60,,2,939.45
heights1,4F,rhi2b60,,2,977.03
heights1,1B,rhi2b60p,,2,"1,732.00"
knick1,6H,ks2b60dv,,2,"1,075.49"
heights1,6E,rhi2b60,,2,899.00
heights1,7D,rhi1b50,,1,639.54
heights1,1A,rhi2b60p,,2,"2,725.00"
heights1,1C,rhi2b60,,2,"1,049.56"
moffat,4A,mg1b,,1,971.00
moffat,4C,mg1b,,1,971.00
moffat,4L,mg1b,,1,971.00
moffat,4M,mg1b,,1,971.00
moffat,5A,mg1b,,1,971.00
moffat,5B,mg1b,,1,971.00
moffat,5H,mg1b,,1,971.00
moffat,4D,mg1b,,1,971.00
moffat,1D,mg1b,,1,971.00
renest,COMM1,commerci,,0,"20,000.00"
knick1,6G,ks2b60dv,,2,"1,176.40"
lindenct,3C,lin2b60,,2,"1,059.13"
rheing,533-5I,rg2b60,,2,973.27
moffat,5M,mg1b,,1,971.00
moffat,6B,mg1b,,1,971.00
noll1,6E-N,no3b60,,3,"1,263.00"
rheing,533-2J,rg2b50,,2,772.70
gdwnpl2,7A,gdwn0b,,0,"1,784.00"
gdwnpl2,6A,gdwn0b,,0,"1,784.00"
gtsplaza,2A,gtspla1b,,1,814.00
moffat,1B,mg1b,,1,971.00
moffat,6I,mg1b,,1,971.00
moffat,6K,mg1b,,1,971.00
moffat,6J,mg1b,,1,971.00
wbnrp,30-1B,1bdvlhlh,,1,746.64
knick1,3F-K,ks2b50,,2,790.59
moffat,6M,mg1b,,1,971.00
gtsgrd2,2E,gtsg1b,,1,961.00
gdwnpl2,5C,gdwn1b,,1,"2,004.00"
wbnrp,276-2A,3brmkt,,3,"2,011.35"
gtsplaza,2P,gtspla1b,,1,814.00
gtsplaza,3P,gtspla1b,,1,814.00
wb203k,678-1A,1bedmkt,,2,"1,126.73"
wb203k,669-2B,1beddup,,1,844.60
wb203k,1225-2A,2beddup,,2,"1,280.34"
noll1,1F-N,no2b60,,2,"1,009.00"
plazanc2,6A,plaza01,,1,757.00
gdwnpl2,2M,gdwn1b,,1,"2,004.00"
gtsplaza,3B,gtspla1b,,1,814.00
plazanc2,3E,plaza01,3/18/2026,1,757.00
heights2,1H,rhii2b60,,2,"1,053.10"
heights2,2F,h22bd50,,2,890.25
heights2,5B,rhii2b60,2/18/2026,2,"1,109.00"
heights2,2B,h22bd50,,2,922.70
heights2,3C,rhii3b60,,3,"1,259.62"
heights2,7C,rhii4b50,,4,"1,467.00"
heights2,3B,rhii2b60,,2,976.00
heights2,7H,rhii2b60,,2,"1,082.06"
heights2,6B,rhii2b60,,2,"1,109.00"
heights2,4C,rhii3b50,,3,"1,075.08"
heights2,3F,rhii2b60,,2,"1,084.90"
heights2,4F,rhii2b60,,2,"1,150.43"
heights2,3J,rhii1b60,,1,936.09
heights2,5F,rhii2b50,,2,955.15
heights2,5C,rhii3b60,,3,"1,090.00"
schaeff,4C,2b60,,2,900.00
irvstock,246-4BL,is1b60,9/11/2024,1,905.57
cfbn2,4C,cfbc1b,,1,"2,005.00"
heights2,4H,rhii2b60,,2,"1,053.10"
heights2,2H,rhii2b60,,2,"1,074.16"
troutev2,6E,trev1bed,,1,"1,005.00"
heights2,1I,h22bd50,,2,933.93
heights2,5A,rhii2bpb,,2,"2,725.00"
gtsplaza,3L,gtspla1b,,1,814.00
gdwnpl2,1G,gdwn0b,,0,"1,784.00"
gtsplaza,5P,gtspla1b,,1,814.00
jeffspi,4B,jspi3b60,,3,"1,149.26"
jeffspi,1B,jspi3b50,,3,"2,228.00"
melspi,348-4,msp3b50,,3,999.02
heights2,6I,rhii1b50,,1,666.00
melspi,348-3,mspi3bpb,,3,"3,400.00"
wbtpt,285-1A,3bedhvli,,3,"1,023.00"
wb203k,261-1A,1bds,,1,940.00
wb203k,84-3A,1bds,,1,"1,021.80"
melspi,348-2,mspi3bpb,,3,"2,228.00"
schaeff,4E,2b60,,2,859.44
schaeff,4D,2b60,,2,"2,725.00"
plazanc2,3D,plaza0b,,0,757.00
schaeff,3D,2b60,,2,"2,725.00"
heights2,3D,rhii1b60,,1,954.04
schaeff,3E,2b60,,2,"2,725.00"
schaeff,3C,2b60,,2,"2,725.00"
renest,3D,re1b50MI,,1,666.00
heights2,7I,rhii1b50,,1,666.00
heights2,7A,rhii2b60,,2,"1,127.88"
heights2,6H,rhii2b60,,2,"1,131.18"
heights2,1G,rhii2b60,,2,"1,084.90"
heights2,6F,rhii2b60,,2,976.00
heights2,2G,rhii2b60,,2,"1,112.89"
heights2,4D,rhii1b60,,1,931.00
heights2,2D,rhii1b60,,1,936.05
heights2,5I,rhii1b50,,1,771.12
heights2,1F,rhii2b60,,2,"1,117.92"
heights2,4A,rhii2bpb,,2,"2,725.00"
heights2,6G,rhii2b60,,2,"1,109.00"
heights2,4I,rhii1b60,,1,917.00
heights2,3A,rhii2bpb,,2,"1,732.00"
wb203k,184-2A,3beddup,,3,"1,425.82"
heights2,5H,rhii2b60,,2,"1,127.88"
heights2,6A,rhii2bpb,,2,"2,725.00"
420stock,1B,4201b60,,1,949.62
renest,4K,re2b60,,2,"1,086.12"
plazanc2,5L,plaza01,,1,757.00
251harma,2R,251h1b80,,1,860.61
heights2,2A,rhii2bpb,,2,"2,725.00"
heights2,6C,rhiisupe,,3,0.00
melspi,239-3,mspi3bpb,,3,"3,400.00"
melspi,239-2,mspi3bpb,,3,"3,400.00"
melspi,239-4,mspi3bpb,,3,"3,400.00"
