Property,Unit,Unit Type,Date Available,Bedrooms,Rent
326rock,432,326RHPS0,,0,"1,584.00"
326rock,403,326RHPS0,,0,"1,584.00"
alliance,332-1,BA1@50%,,1,"1,285.00"
326rock,315,326RHPS0,,0,"1,584.00"
326rock,321,326RHPS0,,0,"1,584.00"
326rock,1106,326R2@50,,2,"1,642.00"
326rock,404,326RHPS0,,0,"1,584.00"
135mena,135-2R,0b60,,0,"1,547.00"
326rock,1102,326R1@50,,1,"1,368.00"
326rock,1208,326R1@60,,1,"1,660.00"
sumner,63-COM,commspc,,0,"12,305.58"
326rock,426,326R1@50,,1,"1,368.00"
plazanc2,6K,plaza01,,1,757.00
woodlawn,303,WD-303,,0,0.00
326rock,1308,326R1@60,,1,"1,660.00"
326rock,1006,326R1@50,,1,"1,368.00"
326rock,512,326R1@60,,1,"1,660.00"
326rock,435,326RHPS0,,0,"1,584.00"
326rock,416,326RHPS0,,0,"1,584.00"
326rock,222,326RHPS0,,0,"1,584.00"
326rock,216,326RHPS0,,0,"1,584.00"
326rock,329,326R1@60,,1,"1,660.00"
gtsplaza,3S,gtspla1b,,1,814.00
gtsgrd2,4L,gtsg1b,,1,961.00
326rock,410,326RHPS0,,0,"1,584.00"
326rock,308,326RHPS0,,0,"1,584.00"
326rock,1011,326R1@50,,1,"1,368.00"
326rock,219,326RHPS0,,0,"1,584.00"
326rock,314,326RHPS0,,0,"1,584.00"
326rock,208,326RHPS0,,0,"1,584.00"
326rock,436,326RHPS0,,0,"1,584.00"
326rock,901,326R2@50,,2,"1,642.00"
326rock,1009,326R2@50,,2,"1,642.00"
326rock,602,326R1@60,,1,"1,660.00"
326rock,711,326R1@60,,1,"1,660.00"
326rock,412,326R1@60,,1,"1,660.00"
alliance,332-4,BA2@70%,,2,"2,233.00"
326rock,503,326R3@60,,3,"2,301.00"
115lind,115-1D,PBV0b40,,0,"2,776.00"
326rock,206,326R1@50,,1,"1,368.00"
326rock,1010,326RHPS0,,0,"1,584.00"
326rock,1206,326R2@50,,2,"1,642.00"
326rock,709,326R2@60,,2,"1,992.00"
326rock,428,326R1@50,,1,"1,368.00"
326rock,1201,326R2@60,,2,"1,992.00"
326rock,118,326RHPS0,,0,"1,584.00"
326rock,802,326R1@60,,1,"1,660.00"
326rock,205,326RHPS0,,0,"1,584.00"
326rock,611,326R1@50,,1,"1,368.00"
326rock,506,326R1@50,,1,"1,368.00"
326rock,811,326R1@50,,1,"1,368.00"
326rock,810,326RHPS0,,0,"1,584.00"
326rock,212,326R1@50,,1,"1,368.00"
gdwnpl2,6R,gdwn0b,,0,"1,784.00"
326rock,911,326R1@50,,1,"1,368.00"
gdwnpl2,3C,gdwn1b,,1,"2,004.00"
326rock,902,326R1@60,,1,"1,660.00"
326rock,214,326RHPS0,,0,"1,584.00"
301harm,301-3R,2b60,,2,"1,969.00"
alliance,332-3,BA2@80%,,2,"2,583.00"
230moffa,230-3R,1bed60%,4/1/2018,1,"1,651.00"
115lind,115-1B,1bed50%,,1,"1,359.00"
326rock,224,326RHPS1,,1,"1,663.00"
cfbn2,2K,cfbc1b,,1,"2,005.00"
115lind,115-1C,PBV0b40,,0,"2,776.00"
115lind,115-1E,PBV0b40,,0,"2,776.00"
115lind,115-4D,pbv2b40,,2,"2,899.00"
160bleek,160-2R,1bed60%,,1,"2,569.00"
115lind,115-3B,PBV0b40,,0,"2,539.00"
326rock,334,326RHPS0,,0,"1,584.00"
326rock,912,326RHPS0,,0,"1,584.00"
326rock,320,326R1@50,,1,"1,368.00"
326rock,1408,326R1@60,,1,"1,660.00"
326rock,906,326R1@50,,1,"1,368.00"
115lind,115-4C,pbv2b40,,2,"2,899.00"
326rock,806,326R1@50,,1,"1,368.00"
alliance,63-4E,BA2@50%,,2,"1,534.00"
326rock,203,326RHPS0,,0,"1,584.00"
csk,3K,1brcsk,,1,"1,368.00"
gtsgrd2,3E,gtsg1b,,1,961.00
326rock,706,326R1@50,,1,"1,368.00"
moffat,2F,mg1balp,,1,971.00
115lind,115-2B,PBV0b40,,0,"2,776.00"
gdwnpl2,5H,gdwn0b,,0,"1,784.00"
gdwnpl2,4H,gdwn0b,,0,"1,784.00"
gdwnpl2,7C,gdwn1b,,1,"2,004.00"
326rock,1109,326R1@50,,1,"1,368.00"
alliance,272-3,BA2@40%,,2,"1,185.00"
326rock,1209,326R1@50,,1,"1,368.00"
111lind,111-2A,2bed50%,,2,501.32
326rock,1202,326R1@50,,1,"1,368.00"
115lind,115-1A,1bed50%,,1,"2,599.00"
115lind,115-2A,3bed60%,,3,"1,100.00"
115lind,115-2C,2b60,,2,484.50
115lind,115-2D,2bed50%,,2,484.50
115lind,115-3D,2b60,,2,486.00
115lind,115-4A,3bed50%,,3,484.50
326rock,702,326R1@60,,1,"1,660.00"
326rock,406,326R1@50,,1,"1,368.00"
115lind,115-4B,0b60,,0,"1,547.00"
326rock,1407,326RHPS0,,0,"1,584.00"
cfbn2,2C,cfbc1b,,1,"2,005.00"
alliance,272-2,BA2@50%,,2,"1,534.00"
301harm,301-2R,1bed50%,,1,"1,359.00"
gtsgrd2,2L,gtsg1b,,1,961.00
alliance,63-3E,BA2@80%,,2,"2,583.00"
160bleek,160-1L,1bed50%,,1,"2,635.00"
160bleek,160-3L,2b60,,2,"1,969.00"
alliance,332-2,BA2@40%,,2,"1,185.00"
alliance,63-3A,BA2@80%,3/28/2025,2,"2,583.00"
gdwnpl2,7J,gdwn0b,,0,"1,784.00"
baisley,1224,BPP2@60,,2,"1,493.00"
111lind,111-1B,1bed50%,,1,"1,114.06"
111lind,111-1D,1bed60%,,1,"1,336.87"
111lind,111-1C,2bed50%,,2,919.01
alliance,63-1D,BA1@70%,,1,"1,868.00"
baisley,428,BPP1@50,,1,980.00
baisley,928,BPP1@60,,1,"1,244.00"
baisley,528,BPP1@60,,1,"1,244.00"
troutev2,5C,trev1bed,,1,"1,005.00"
326rock,221,326RHPS0,,0,"1,584.00"
baisley,1009,BPPHMLS0,,0,"2,335.00"
baisley,915,BPPHMLS0,,0,"2,335.00"
baisley,1015,BPPHMLS0,,0,"2,335.00"
baisley,1021,BPPHMLS0,,0,"2,335.00"
baisley,1109,BPPHMLS0,,0,"2,335.00"
baisley,705,BPPHMLS0,,0,"2,335.00"
baisley,1121,BPPHMLS0,,0,"2,335.00"
baisley,709,BPPHMLS0,,0,"2,335.00"
baisley,907,BPPHMLS0,,0,"2,335.00"
baisley,1006,BPPHMLS0,,0,"2,335.00"
baisley,1226,BPPHMLS0,,0,"2,335.00"
baisley,1219,BPPHMLS0,,0,"2,335.00"
baisley,1112,BPPHMLS0,,0,"2,335.00"
baisley,1102,BPPHMLS1,,1,"2,387.00"
baisley,1118,BPPHMLS0,,0,"2,335.00"
baisley,1209,BPPHMLS0,,0,"2,335.00"
baisley,1126,BPPHMLS0,,0,"2,335.00"
baisley,1229,BPPHMLS0,,0,"2,335.00"
baisley,1206,BPPHMLS0,,0,"2,335.00"
baisley,1228,BPPHMLS1,,1,"1,244.00"
baisley,722,BPPHMLS0,,0,"2,335.00"
baisley,1022,BPPHMLS0,,0,"2,335.00"
baisley,1105,BPPHMLS0,,0,"2,335.00"
baisley,729,BPPHMLS0,,0,"2,335.00"
baisley,817,BPPHMLS0,,0,"2,335.00"
baisley,818,BPPHMLS0,,0,"2,335.00"
baisley,725,BPPHMLS1,,1,"2,387.00"
gtsplaza,5H,gtspla1b,,1,814.00
160bleek,160-2L,1bed50%,,1,"1,359.00"
baisley,715,BPPHMLS0,,0,"2,335.00"
baisley,1028,BPP1@60,,1,"2,387.00"
baisley,204,BPPHMLS0,,0,"2,335.00"
baisley,305,BPPHMLS0,,0,"2,335.00"
baisley,207,BPPHMLS0,,0,"2,335.00"
baisley,726,BPPHMLS0,,0,"2,335.00"
baisley,309,BPPHMLS0,,0,"2,335.00"
baisley,826,BPPHMLS0,,0,"2,335.00"
baisley,721,BPPHMLS0,,0,"2,335.00"
baisley,919,BPPHMLS0,,0,"2,335.00"
baisley,1220,BPP0@50,,0,784.00
gtsgrd2,4E,gtsg1b,5/15/2026,1,961.00
baisley,1025,BPP1@60,,1,"1,244.00"
gtsgrd2,5C,gtsg1b,,1,961.00
baisley,925,BPPHMLS1,,1,"2,387.00"
baisley,813,BPPHMLS0,,0,"2,335.00"
moffat,2I,mg1balp,,1,971.00
baisley,328,BPP1@60,,1,"1,244.00"
baisley,611,BPPHMLS0,,0,"2,335.00"
baisley,706,BPPHMLS0,,0,"2,335.00"
baisley,228,BPP1@60,,1,"1,244.00"
troutev2,2O,trev1bed,,1,"1,005.00"
gtsplaza,2K,gtspla1b,,1,814.00
baisley,903,BPP0@60,,0,996.00
baisley,712,BPPHMLS0,,0,"2,335.00"
baisley,313,BPPHMLS0,,0,"2,335.00"
baisley,1111,BPPHMLS0,,0,"2,335.00"
baisley,812,BPPHMLS0,,0,"2,335.00"
baisley,1212,BPPHMLS0,,0,"2,335.00"
baisley,819,BPPHMLS0,,0,"2,335.00"
baisley,811,BPPHMLS0,,0,"2,335.00"
baisley,912,BPPHMLS0,,0,"2,335.00"
baisley,507,BPPHMLS0,,0,"2,335.00"
baisley,606,BPPHMLS0,,0,"2,335.00"
baisley,609,BPPHMLS0,,0,"2,335.00"
baisley,329,BPPHMLS0,,0,"2,335.00"
baisley,319,BPPHMLS0,,0,"2,335.00"
csk,4D,1brcsk,,1,"1,368.00"
baisley,215,BPPHMLS0,,0,"2,335.00"
baisley,911,BPPHMLS0,,0,"2,335.00"
baisley,1101,BPPHMLS0,,0,"2,335.00"
baisley,521,BPPHMLS0,,0,"2,335.00"
baisley,1002,BPPHMLS1,,1,"2,387.00"
baisley,625,BPPHMLS1,,1,"2,387.00"
baisley,829,BPPHMLS0,,0,"2,335.00"
baisley,1010,BPP0@50,,0,784.00
baisley,225,BPPHMLS0,,0,"2,335.00"
baisley,617,BPPHMLS0,,0,"2,335.00"
baisley,511,BPPHMLS0,,0,"2,335.00"
baisley,626,BPPHMLS0,,0,"2,335.00"
baisley,905,BPPHMLS0,,0,"2,335.00"
baisley,227,BPPHMLS0,,0,"2,335.00"
baisley,315,BPPHMLS0,,0,"2,335.00"
baisley,702,BPPHMLS1,,1,"2,387.00"
baisley,517,BPPHMLS0,,0,"2,335.00"
baisley,1117,BPPHMLS0,,0,"2,335.00"
baisley,401,BPPHMLS0,,0,"2,335.00"
baisley,316,BPPHMLS0,,0,"2,335.00"
baisley,806,BPPHMLS0,,0,"2,335.00"
baisley,1115,BPPHMLS0,,0,"2,335.00"
baisley,902,BPPHMLS1,,1,"2,387.00"
baisley,217,BPPHMLS0,,0,"2,335.00"
baisley,501,BPPHMLS0,,0,"2,335.00"
baisley,906,BPPHMLS0,,0,"2,335.00"
baisley,218,BPPHMLS0,,0,"2,335.00"
baisley,1122,BPPHMLS0,,0,"2,335.00"
baisley,619,BPPHMLS0,,0,"2,335.00"
baisley,913,BPPHMLS0,,0,"2,335.00"
baisley,506,BPPHMLS0,,0,"2,335.00"
baisley,802,BPPHMLS1,,1,"2,387.00"
baisley,701,BPPHMLS0,,0,"2,335.00"
baisley,322,BPPHMLS0,,0,"2,335.00"
baisley,1003,BPP0@50,,0,784.00
baisley,1223,BPP0@60,,0,996.00
baisley,807,BPP0@60,,0,996.00
baisley,1027,BPP0@60,,0,996.00
baisley,308,BPP0@50,,0,784.00
baisley,916,BPP0@50,,0,784.00
alliance,63-1E,BAPBV230,,2,"2,587.00"
baisley,1125,BPPHMLS1,,1,"2,387.00"
baisley,513,BPPHMLS0,,0,"2,335.00"
baisley,1017,BPPHMLS0,,0,"2,335.00"
baisley,602,BPPHMLS1,,1,"2,387.00"
baisley,324,BPPHMLS2,,2,"2,696.00"
baisley,1202,BPP1@50,,1,980.00
baisley,1128,BPP1@60,,1,"1,244.00"
baisley,1214,BPP0@50,,0,784.00
baisley,1225,BPP1@60,,1,"1,244.00"
baisley,608,BPP0@50,,0,784.00
baisley,704,BPP0@60,,0,996.00
baisley,504,BPP0@60,,0,996.00
baisley,502,BPPHMLS1,,1,"2,387.00"
baisley,1204,BPP0@50,,0,784.00
baisley,326,BPPHMLS0,,0,"2,335.00"
alliance,63-1C,BAPBV040,,0,"2,261.00"
gdwnpl2,3A,gdwn0b,,0,"1,784.00"
baisley,728,BPP1@50,,1,980.00
alliance,63-1A,BAPBV130,,1,"2,794.00"
alliance,63-3D,BAPBV130,,1,"2,304.00"
alliance,63-1B,BAPBV040,,0,"2,670.00"
baisley,824,BPP2@60,,2,"1,493.00"
baisley,822,BPP0@50,,0,784.00
baisley,1024,BPP2@50,,2,"1,175.00"
baisley,622,BPP0@60,,0,996.00
baisley,603,BPP0@60,,0,996.00
1601dek,302,1dekal80,,1,"2,211.00"
1601dek,206,0dekal40,,0,788.00
1601dek,311,1dekal80,,1,"2,211.00"
1601dek,319,0dekal40,,0,788.00
1601dek,415,2dekaM40,,2,"1,178.00"
1601dek,914,1deka120,,1,"2,910.00"
baisley,505,BPPHMLS0,,0,"2,335.00"
baisley,516,BPP0@50,,0,784.00
baisley,820,BPP0@60,,0,996.00
baisley,727,BPP0@50,,0,784.00
baisley,910,BPP0@60,,0,996.00
baisley,323,BPP0@50,,0,784.00
baisley,927,BPP0@50,,0,784.00
baisley,503,BPP0@50,,0,784.00
baisley,1127,BPP0@60,,0,996.00
baisley,914,BPP0@60,,0,996.00
baisley,423,BPP0@60,,0,996.00
baisley,1110,BPP0@60,,0,996.00
baisley,1120,BPP0@60,,0,996.00
baisley,720,BPP0@60,,0,996.00
baisley,1116,BPP0@60,,0,996.00
baisley,509,BPPHMLS0,,0,"2,335.00"
baisley,815,BPPHMLS0,,0,"2,335.00"
baisley,515,BPPHMLS0,,0,"2,335.00"
baisley,1019,BPPHMLS0,,0,"2,335.00"
baisley,1001,BPPHMLS0,,0,"2,335.00"
baisley,612,BPPHMLS0,,0,"2,335.00"
baisley,823,BPP0@50,,0,784.00
baisley,404,BPP0@60,,0,996.00
baisley,1227,BPP0@60,,0,996.00
baisley,1004,BPP0@60,,0,996.00
baisley,325,BPPHMLS1,,1,"2,387.00"
baisley,1123,BPP0@50,,0,784.00
1601dek,202,1dekal80,,1,"2,211.00"
baisley,201,BPPHMLS0,,0,"2,335.00"
baisley,808,BPP0@60,,0,996.00
baisley,814,BPP0@60,,0,996.00
baisley,1007,BPP0@60,,0,996.00
baisley,909,BPPHMLS0,,0,"2,335.00"
baisley,1210,BPP0@60,,0,996.00
baisley,904,BPP0@60,,0,996.00
baisley,1216,BPP0@60,,0,996.00
wb203k,306-1B,1bds,,1,"1,706.47"
himrodtc,4B,hs2b60,,2,"1,317.82"
baisley,414,BPP0@60,,0,996.00
baisley,312,BPPHMLS0,,0,"2,335.00"
baisley,524,BPPHMLS2,,2,"2,696.00"
cfbn2,1A,cfbc0b,,0,"1,778.00"
baisley,418,BPPHMLS0,,0,"2,335.00"
baisley,1011,BPPHMLS0,,0,"2,335.00"
baisley,1026,BPPHMLS0,,0,"2,335.00"
wb203k,854-3A,2beddup,,2,"1,477.38"
cfbn2,2M,cfbc1b,,1,"2,005.00"
cfbn2,3M,cfbc1b,,1,"2,005.00"
